sensor1	sensor2	sensor3	sensor4	
18.0	52.4	-1.7	18.0	
20.5	37.7	15.5	25.4	
10.6	37.7	18.0	20.5	
0.8	27.8	5.7	8.2	
5.7	25.4	15.5	18.0	
5.7	32.8	20.5	10.6	
15.5	37.7	30.3	-23.8	
13.1	54.9	25.4	-21.4	
15.5	37.7	15.5	-9.1	
25.4	42.6	15.5	13.1	
18.0	25.4	5.7	8.2	
25.4	18.0	8.2	10.6	
22.9	20.5	20.5	15.5	
20.5	27.8	13.1	-6.6	
18.0	30.3	15.5	13.1	
27.8	35.2	5.7	18.0	
35.2	35.2	3.2	13.1	
30.3	42.6	5.7	3.2	
25.4	25.4	8.2	0.8	
27.8	30.3	3.2	0.8	
22.9	27.8	5.7	5.7	
37.7	25.4	10.6	0.8	
22.9	35.2	3.2	5.7	
32.8	25.4	13.1	-11.5	
22.9	25.4	25.4	-14.0	
20.5	27.8	15.5	-6.6	
22.9	25.4	8.2	8.2	
15.5	30.3	13.1	8.2	
13.1	27.8	10.6	10.6	
18.0	32.8	-1.7	0.8	
25.4	37.7	5.7	18.0	
30.3	27.8	3.2	20.5	
27.8	37.7	0.8	-4.1	
25.4	35.2	-4.1	10.6	
18.0	37.7	5.7	-11.5	
20.5	30.3	5.7	13.1	
25.4	32.8	20.5	8.2	
22.9	30.3	10.6	-6.6	
18.0	45.1	10.6	-4.1	
25.4	45.1	10.6	18.0	
20.5	32.8	3.2	25.4	
27.8	18.0	10.6	25.4	
35.2	18.0	8.2	32.8	
25.4	25.4	5.7	10.6	
22.9	22.9	8.2	-33.7	
18.0	30.3	5.7	5.7	
30.3	18.0	5.7	40.1	
27.8	18.0	15.5	35.2	
22.9	37.7	20.5	8.2	
20.5	18.0	13.1	-4.1	
20.5	25.4	13.1	-50.9	
20.5	42.6	20.5	-6.6	
22.9	42.6	20.5	30.3	
20.5	37.7	18.0	32.8	
15.5	45.1	20.5	18.0	
13.1	40.1	18.0	8.2	
18.0	35.2	5.7	-16.4	
