sensor1	sensor5	sensor7	sensor8	
18.0	-26.3	-87.8	-18.9	
15.5	-18.9	-90.2	-14.0	
27.8	0.8	-97.6	-28.7	
27.8	-4.1	-100.1	-26.3	
27.8	10.6	-100.1	-26.3	
15.5	15.5	-90.2	-14.0	
-4.1	35.2	-73.0	3.2	
3.2	45.1	-41.0	3.2	
18.0	45.1	-16.4	3.2	
18.0	47.5	-28.7	8.2	
27.8	37.7	-33.7	15.5	
25.4	32.8	-1.7	20.5	
25.4	13.1	-21.4	5.7	
15.5	3.2	-4.1	-6.6	
25.4	-1.7	18.0	-4.1	
15.5	-6.6	18.0	-6.6	
10.6	0.8	22.9	-33.7	
13.1	-9.1	18.0	-33.7	
0.8	-16.4	13.1	-21.4	
-4.1	-41.0	20.5	-9.1	
13.1	-60.7	18.0	0.8	
13.1	-63.2	25.4	27.8	
13.1	-48.4	20.5	42.6	
8.2	-50.9	8.2	37.7	
8.2	-48.4	20.5	13.1	
-9.1	-36.1	57.4	-6.6	
-6.6	-41.0	50.0	-26.3	
-6.6	-41.0	37.7	-43.5	
-1.7	-33.7	45.1	-38.6	
-1.7	-9.1	62.3	-38.6	
-4.1	3.2	59.8	-46.0	
0.8	42.6	45.1	-38.6	
-4.1	74.6	37.7	-53.3	
-6.6	82.0	52.4	-43.5	
-16.4	57.4	47.5	-48.4	
-4.1	27.8	77.0	-58.3	
-1.7	10.6	74.6	-60.7	
0.8	15.5	77.0	-50.9	
-6.6	25.4	74.6	-60.7	
10.6	10.6	72.1	-55.8	
-1.7	20.5	67.2	-58.3	
3.2	18.0	84.4	-43.5	
10.6	20.5	89.3	-53.3	
18.0	0.8	77.0	-63.2	
8.2	-9.1	8.2	-50.9	
3.2	-18.9	-38.6	-48.4	
3.2	-16.4	-46.0	-38.6	
-1.7	-14.0	-26.3	-41.0	
0.8	3.2	3.2	-33.7	
15.5	-6.6	5.7	-43.5	
3.2	-1.7	0.8	-31.2	
8.2	-1.7	22.9	-33.7	
3.2	0.8	40.1	-28.7	
13.1	5.7	82.0	-28.7	
8.2	-1.7	52.4	-18.9	
5.7	-6.6	45.1	-26.3	
0.8	-9.1	15.5	-18.9	
0.8	-9.1	8.2	-23.8	
-1.7	-16.4	-26.3	-23.8	
22.9	-11.5	-38.6	-18.9	
15.5	-9.1	-9.1	-11.5	
13.1	-18.9	25.4	-18.9	
5.7	-21.4	15.5	-28.7	
3.2	-18.9	-1.7	-4.1	
-1.7	-18.9	-1.7	3.2	
5.7	-14.0	-11.5	-16.4	
13.1	-1.7	3.2	-16.4	
13.1	-11.5	18.0	-26.3	
15.5	-9.1	-9.1	-18.9	
22.9	-6.6	-31.2	-36.1	
8.2	-6.6	-18.9	-43.5	
-6.6	-11.5	-43.5	-38.6	
-1.7	-16.4	-38.6	-31.2	
10.6	-14.0	-26.3	-16.4	
8.2	-11.5	-87.8	-26.3	
-4.1	-14.0	-122.2	-9.1	
10.6	-11.5	-134.5	-1.7	
-4.1	-11.5	-97.6	-11.5	
3.2	-14.0	-95.2	-14.0	
15.5	-14.0	-65.6	-21.4	
13.1	-11.5	-21.4	-23.8	
8.2	0.8	-21.4	-18.9	
8.2	-4.1	-16.4	-11.5	
-9.1	3.2	0.8	-4.1	
3.2	-6.6	-14.0	-16.4	
18.0	13.1	-9.1	-26.3	
27.8	18.0	-9.1	-23.8	
27.8	3.2	-1.7	-16.4	
